StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,,,,Q2,Q2_5_TEXT,Q3,Q3_1_TEXT,Q3_2_TEXT,Q3_3_TEXT,Q4,Q4_4_TEXT,Q5,Q5_6_TEXT,Q6,Q7,Q7_4_TEXT,Q7_3_TEXT,Q8_2,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_12,Q10_13,Q10_14,Q10_15,Q10_16,Q10_17,Q10_18,Q10_19,Q10_20,Q10_21,Q10_22,Q10_23,Q10_24,Q10_25,Q10_26,Q10_27,Q10_28,Q10_29,Q10_30,Q10_31,Q10_32,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q11_13,Q11_14,Q11_15,Q11_16,Q11_17,Q11_18,Q11_19,Q11_20,Q11_21,Q11_22,Q11_23,Q11_24,Q11_25,Q11_26,Q11_27,Q11_28,Q11_29,Q11_30,Q11_31,Q11_32,Q12_1,Q12_2,Q12_3,Q13_1,Q13_2,Q13_3,Q14_1,Q14_2,Q14_3,Q15_1,Q15_2,Q16_1,Q16_2,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q19,Q20_1,Q20_2,Q20_3,Q21,Q21_4_TEXT,Q22,Q23,Q24,Q25,Q26,Q27,Q28
10/25/2019 17:31,10/25/2019 17:37,IP Address,152.3.43.56,100,346,TRUE,10/25/2019 17:37,R_3kcQ1WeFJYdEkp5,,,,Freshman,,May of,2023,,,High school AP economics course(s).,,I am interested in economics as a subject.,,"Academic or Researcher,Wall Street-type occupation,Policy Analyst,Consultant,Lawyer,Working for a government agency, non-profit, foundation, NGO, etc.,Medical profession",It made my decision easier.,,,50,I expect a double major with economics being one of my majors,,,,,,,,,,,,,Pick one or two majors,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,I'm not sure,Neutral,Yes,Neutral,Yes,Yes,Yes,Above-average competitive,Above-average competitive,No change,No change,"Asset pricing,Optimal rate at which to switch telephone service providers",10,4,7,8,8,7,A few times a month,3,2,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,White (including Middle Eastern),Male,Yes,
10/25/2019 18:45,10/25/2019 18:50,IP Address,152.3.43.43,100,292,TRUE,10/25/2019 18:50,R_1oG8IPmGtaQThOG,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,Consultant,I registered for this class not knowing it was Pass/Fail.,,,60,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Above-average competitive,Extremely competitive,No change,No change,"Asset pricing,Optimal rate at which to switch telephone service providers",5,6,2,2,3,6,A few times a week,2,2,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,No,White (including Middle Eastern),Male,Yes,
10/25/2019 19:11,10/25/2019 19:15,IP Address,198.86.29.21,100,231,TRUE,10/25/2019 19:15,R_1DqmdHH4V6KA1Sk,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,Consultant,I registered for this class not knowing it was Pass/Fail.,,,89,I expect a double major with economics being one of my majors,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Neutral,Yes,Neutral,Neutral,Yes,Yes,Yes,Yes,Average,Above-average competitive,No change,No change,Asset pricing,5,0,3,3,9,9,A few times a week,2,3,5,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,Asian (including Indian subcontinent and Philippines),Female,Yes,
10/25/2019 19:50,10/25/2019 19:51,IP Address,152.3.43.56,100,101,TRUE,10/25/2019 19:51,R_2dEK6jpeP2RQC33,,,,Sophomore,,May of,2022,,,This is my first formal economics course,,I am exploring potential career paths.,,Wall Street-type occupation,It was crucial to my decision.,,,39,I expect a double major with economics being one of my majors,Pick one or two majors,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,No,No,Neutral,No,Yes,Yes,Yes,Yes,Not competitive at all,Average,I now feel like it is more competitive,No change,"Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",0,1,5,2,3,2,Daily,2,4,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,Asian (including Indian subcontinent and Philippines),Male,Yes,
10/25/2019 20:55,10/25/2019 20:58,IP Address,152.3.43.42,100,184,TRUE,10/25/2019 20:58,R_9SUlUHhQVVq6fn3,,,,Freshman,,May of,2023,,,This is my first formal economics course,,I am exploring potential interests.,,"Wall Street-type occupation,Consultant,Working for a government agency, non-profit, foundation, NGO, etc.",I registered for this class not knowing it was Pass/Fail.,,,83,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Neutral,Yes,Yes,Neutral,Yes,Yes,Yes,Yes,Above-average competitive,Average,No change,No change,Asset pricing,7,7,2,4,6,3,Hardly ever,3,1,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,Yes,White (including Middle Eastern),Male,Yes,
10/25/2019 21:47,10/25/2019 21:51,IP Address,152.3.43.56,100,223,TRUE,10/25/2019 21:51,R_O2t0wzchIdI7sv7,,,,Sophomore,,May of,2022,,,Transfer or study abroad credit,,I am interested in economics as a subject.,,Wall Street-type occupation,It had no effect on my decision.,,,0,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,Yes,Yes,Neutral,Yes,Yes,Neutral,Neutral,Neutral,Neutral,Not competitive at all,Average,No change,I now feel like it is more competitive,"Asset pricing,Marriage and divorce,Optimal rate at which to switch telephone service providers",10,9,1,2,7,8,Daily,3,4,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,Yes,White (including Middle Eastern),Male,Yes,
10/26/2019 9:42,10/26/2019 9:46,IP Address,152.3.43.47,100,243,TRUE,10/26/2019 9:46,R_1jlG0l9YpVBzrUN,,,,Sophomore,,May of,2022,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.",,"Wall Street-type occupation,Consultant",It was crucial to my decision.,,,37,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,Yes,Yes,Yes,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Extremely competitive,Extremely competitive,No change,I now feel like it is more competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",6,7,1,2,5,5,Daily,2,3,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,No,White (including Middle Eastern),Male,Yes,
10/26/2019 12:42,10/26/2019 12:48,IP Address,152.3.43.57,100,385,TRUE,10/26/2019 12:48,R_1LGWGTVXCyMUF9m,,,,Sophomore,,May of,2022,,,This is my first formal economics course,,It will help me achieve my career goals.,,"Consultant,Lawyer,Working for a government agency, non-profit, foundation, NGO, etc.",It made my decision easier.,,,0,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,Yes,Neutral,Yes,Yes,Neutral,Yes,Yes,Neutral,Yes,Average,Above-average competitive,I now feel it is less competitive,I now feel like it is more competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",6,3,4,5,8,9,A few times a week,1,3,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,No,White (including Middle Eastern),Female,Yes,
10/26/2019 13:15,10/26/2019 13:25,IP Address,152.3.43.47,100,600,TRUE,10/26/2019 13:25,R_3haJeUKBpajISXQ,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,It will help me achieve my career goals.,My parents or relatives pressured me.",,"Wall Street-type occupation,Consultant,Working for a government agency, non-profit, foundation, NGO, etc.",It made my decision easier.,,,25,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,Neutral,No,I'm not sure,No,No,I'm not sure,Yes,No,I'm not sure,Above-average competitive,Extremely competitive,I now feel like it is more competitive,No change,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",6,4,6,8,5,5,Daily,1,1,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,Asian (including Indian subcontinent and Philippines),Female,Yes,
10/26/2019 13:23,10/26/2019 13:26,IP Address,152.3.43.48,100,221,TRUE,10/26/2019 13:26,R_O8dDCsExhKVQe0V,,,,Sophomore,,May of,2022,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,It will help me achieve my career goals.",,"Lawyer,Medical profession",It was crucial to my decision.,,,66,I expect a double major with economics being one of my majors,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Extremely competitive,Extremely competitive,No change,No change,"Asset pricing,Optimal rate at which to switch telephone service providers",7,9,5,4,7,8,A few times a week,3,2,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,White (including Middle Eastern),Female,Yes,
10/26/2019 13:45,10/26/2019 13:48,IP Address,152.3.43.45,100,164,TRUE,10/26/2019 13:48,R_3fdv3ALDe0clH43,,,,Freshman,,May of,2023,,,Other—please describe.,Took economics in high school but no AP credit.,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Wall Street-type occupation,Policy Analyst,Consultant,Lawyer,Working for a government agency, non-profit, foundation, NGO, etc.",It was crucial to my decision.,,,9,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Below-average competitive,Above-average competitive,I now feel it is less competitive,No change,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",7,5,5,4,7,7,A few times a week,4,2,3,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,Asian (including Indian subcontinent and Philippines),Male,Yes,
10/26/2019 14:03,10/26/2019 14:09,IP Address,152.3.43.43,100,349,TRUE,10/26/2019 14:09,R_3HNZhZdA8EpepEJ,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Wall Street-type occupation,Consultant,Lawyer",It made my decision easier.,,,65,I expect a single major in economics,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Neutral,Neutral,Neutral,Yes,Yes,Yes,Yes,Yes,Above-average competitive,Extremely competitive,No change,No change,"Asset pricing,Marriage and divorce,Protection of endangered species,Optimal rate at which to switch telephone service providers",4,4,5,8,10,9,A few times a month,2,3,1,"No, it is irrelevant.",,Neither of my parents received a college or university degree.,FALSE,No,White (including Middle Eastern),Female,Yes,
10/26/2019 16:08,10/26/2019 16:11,IP Address,152.3.43.40,100,158,TRUE,10/26/2019 16:11,R_2eVVX2D92pHXIkR,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,Consultant,It made my decision easier.,,,11,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,Pick one or two majors,,,,,,,Yes,Yes,Neutral,Yes,Yes,Neutral,Yes,Yes,Yes,Above-average competitive,Extremely competitive,No change,No change,"Asset pricing,Optimal rate at which to switch telephone service providers",7,1,7,7,10,10,Hardly ever,3,1,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,Yes,White (including Middle Eastern),Female,Yes,
10/26/2019 16:24,10/26/2019 16:33,IP Address,152.3.43.47,100,540,TRUE,10/26/2019 16:33,R_10DvBMZYoGsafvI,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,My parents or relatives pressured me.",,Consultant,I registered for this class not knowing it was Pass/Fail.,,,16,I expect a double major with economics being one of my majors,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Neutral,No,No,Neutral,Yes,Yes,Yes,Extremely competitive,Extremely competitive,I now feel like it is more competitive,I now feel like it is more competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Optimal rate at which to switch telephone service providers",7,0,8,8,10,10,A few times a week,2,4,0,Other. Please explain:,I am not American and I would like to not personally take a stance in American politics. ,Both of my parents received a college or university degree.,TRUE,No,,Female,Yes,
10/26/2019 17:44,10/26/2019 17:48,IP Address,152.3.43.48,100,206,TRUE,10/26/2019 17:48,R_UWmQeTinXMpwiWZ,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.",,"Academic or Researcher,Wall Street-type occupation,Consultant",It made my decision easier.,,,45,I expect a double major with economics being one of my majors,,,,,,,,,Pick one or two majors,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Yes,Yes,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Above-average competitive,Extremely competitive,No change,No change,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",5,6,7,1,3,3,A few times a week,2,3,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,Asian (including Indian subcontinent and Philippines),Male,Yes,
10/27/2019 2:21,10/27/2019 2:24,IP Address,152.3.43.42,100,210,TRUE,10/27/2019 2:24,R_2v8nv5KHOLxluwV,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Wall Street-type occupation,Consultant",It made my decision easier.,,,80,I expect a double major with economics being one of my majors,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Neutral,Yes,Neutral,Neutral,Yes,Yes,No,Yes,Extremely competitive,Extremely competitive,I now feel like it is more competitive,I now feel like it is more competitive,"Asset pricing,Optimal rate at which to switch telephone service providers",6,10,4,7,5,6,A few times a week,3,2,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,Yes,White (including Middle Eastern),Male,Yes,
10/27/2019 5:58,10/27/2019 6:01,IP Address,152.3.43.57,100,187,TRUE,10/27/2019 6:01,R_2rN2GZupP3CpWhV,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am interested in economics as a subject.",,"Lawyer,Working for a government agency, non-profit, foundation, NGO, etc.,Medical profession",It had no effect on my decision.,,,60,I expect a double major with economics being one of my majors,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Above-average competitive,Extremely competitive,I now feel like it is more competitive,I now feel like it is more competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",7,0,9,2,5,2,A few times a week,3,2,0,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,No,White (including Middle Eastern),Female,Yes,
10/27/2019 6:05,10/27/2019 6:08,IP Address,152.3.43.43,100,209,TRUE,10/27/2019 6:08,R_2xxEYMZpsgcx7ao,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,It will help me achieve my career goals.",,"Wall Street-type occupation,Policy Analyst,Working for a government agency, non-profit, foundation, NGO, etc.",It was crucial to my decision.,,,34,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,Pick one or two majors,,,,,,,,,,,,,Neutral,No,No,Neutral,No,No,I'm not sure,I'm not sure,I'm not sure,Extremely competitive,Above-average competitive,I now feel like it is more competitive,I now feel like it is more competitive,"Asset pricing,Compliance by AIDS patients with their prescribed drug regimens,Optimal rate at which to switch telephone service providers",6,2,3,3,5,5,A few times a week,2,2,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,Yes,White (including Middle Eastern),Female,Yes,
